N,P,K,ph,EC,S,Cu,Fe,Mn,Zn,B,label
119.0,48.0,89.0,5.6,0.23,0.097,13.52,66.62,49.53,49.77,43.82,grapes
170.0,40.0,69.0,6.1,0.11,0.064,20.62,132.94,57.34,37.02,39.3,grapes
129.0,52.0,64.0,5.6,0.12,0.037,24.73,105.14,114.21,49.74,38.4,grapes
148.0,34.0,98.0,6.3,0.19,0.13,19.68,145.22,120.58,32.43,44.26,grapes
161.0,47.0,61.0,6.5,0.2,0.149,12.82,123.14,96.12,49.67,47.79,grapes
175.0,41.0,81.0,5.8,0.11,0.093,8.29,74.26,101.88,47.23,39.42,grapes
175.0,47.0,60.0,6.3,0.18,0.145,7.29,115.34,87.72,42.14,30.5,grapes
154.0,69.0,88.0,5.6,0.16,0.043,14.62,102.0,45.64,47.74,35.59,grapes
161.0,69.0,60.0,6.4,0.2,0.138,5.0,52.11,60.91,48.68,25.97,grapes
179.0,59.0,88.0,6.3,0.2,0.043,10.62,100.56,134.01,47.56,34.14,grapes
165.0,35.0,92.0,5.8,0.21,0.019,18.08,84.9,100.74,45.26,34.52,grapes
147.0,60.0,64.0,6.2,0.12,0.043,15.39,70.29,140.79,34.46,36.79,grapes
148.0,54.0,79.0,5.7,0.18,0.022,16.81,88.26,89.39,30.59,49.41,grapes
110.0,47.0,93.0,5.9,0.17,0.029,16.42,142.64,52.27,30.64,40.21,grapes
105.0,52.0,87.0,6.4,0.2,0.177,9.41,125.32,145.88,49.41,29.37,grapes
128.0,33.0,66.0,6.0,0.12,0.166,9.78,125.83,121.09,30.51,38.41,grapes
153.0,35.0,96.0,6.5,0.23,0.139,7.54,91.72,39.13,42.86,30.82,grapes
160.0,52.0,66.0,6.2,0.17,0.049,19.64,87.3,30.01,44.99,39.57,grapes
125.0,44.0,62.0,6.2,0.11,0.187,11.89,133.79,120.35,31.75,28.91,grapes
120.0,33.0,100.0,5.8,0.22,0.131,11.6,144.3,124.53,47.92,47.65,grapes
142.0,27.0,57.0,6.2,0.8,0.223,23.32,117.1,678.21,21.32,11.31,grapes
132.0,29.0,82.0,6.7,0.2,0.198,25.99,255.99,273.04,25.32,12.85,grapes
177.0,76.0,301.0,7.2,1.45,0.0232,12.43,165.21,64.55,17.99,7.38,grapes
172.0,95.0,342.0,6.5,0.83,0.0142,16.01,205.77,60.21,20.01,4.36,grapes
133.0,25.0,64.0,6.8,0.78,0.239,29.19,211.08,995.84,29.7,26.51,mulberry
129.0,29.0,55.0,6.0,0.53,0.295,22.48,164.02,305.54,26.34,16.09,mulberry
133.0,14.0,110.0,6.2,0.85,0.297,17.95,108.88,1490.6,24.48,13.55,mulberry
147.0,15.0,75.0,6.1,0.23,0.24,31.4,258.32,986.31,24.64,24.99,mulberry
116.0,22.0,76.0,6.4,0.43,0.248,30.93,276.72,563.72,27.87,21.1,mulberry
126.0,12.0,53.0,6.2,0.11,0.203,24.51,195.22,566.63,27.67,14.94,mulberry
173.0,13.0,66.0,6.7,0.87,0.221,23.78,232.42,221.47,22.94,19.06,mulberry
121.0,26.0,54.0,6.6,0.77,0.254,20.4,214.29,1076.67,24.33,13.47,mulberry
124.0,19.0,72.0,6.4,0.32,0.204,26.86,251.61,1195.74,24.69,16.06,mulberry
139.0,20.0,76.0,6.5,0.41,0.222,21.05,254.19,517.91,29.49,17.2,mulberry
145.0,14.0,68.0,6.6,0.71,0.202,21.04,260.73,1454.81,26.85,21.06,mulberry
162.0,29.0,60.0,6.4,0.53,0.265,28.61,163.46,1420.72,28.82,13.65,mulberry
177.0,21.0,71.0,6.0,0.48,0.273,19.91,134.31,1111.6,22.31,22.53,mulberry
118.0,14.0,72.0,6.8,0.2,0.208,24.72,275.89,1307.7,26.92,15.8,mulberry
112.0,18.0,51.0,6.3,0.31,0.211,22.37,160.55,1206.77,21.8,18.4,mulberry
162.0,16.0,67.0,6.2,0.32,0.218,22.53,139.76,469.08,27.57,30.0,mulberry
149.0,23.0,72.0,6.0,0.23,0.293,30.7,209.9,453.21,27.95,26.99,mulberry
114.0,11.0,70.0,6.2,0.54,0.249,33.32,130.21,461.73,28.37,20.66,mulberry
124.0,29.0,105.0,6.1,0.16,0.281,26.76,247.91,1155.23,21.08,10.35,mulberry
127.0,11.0,57.0,6.4,0.52,0.287,17.75,133.52,912.7,24.84,26.29,mulberry
124.0,13.0,106.0,6.5,0.65,0.278,26.85,273.06,301.1,21.46,27.27,mulberry
164.0,16.0,61.0,6.1,0.62,0.239,25.75,139.58,245.67,28.69,16.19,mulberry
130.0,19.0,107.0,6.3,0.76,0.268,18.79,188.45,1358.0,25.41,23.14,mulberry
129.0,21.0,103.0,6.4,0.26,0.26,32.53,249.72,596.0,23.36,13.74,mulberry
133.0,20.0,75.0,6.1,0.74,0.207,18.15,152.96,1354.43,26.35,12.93,mulberry
115.0,26.0,75.0,6.3,0.54,0.241,17.59,134.71,1506.23,26.18,23.59,mulberry
157.0,10.0,105.0,6.3,0.19,0.213,29.23,257.79,1013.28,27.05,20.18,mulberry
152.0,28.0,97.0,6.8,0.62,0.251,23.25,106.45,1009.95,22.28,15.93,mulberry
130.0,14.0,69.0,6.8,0.56,0.273,31.72,143.25,726.91,24.6,11.52,mulberry
152.0,27.0,92.0,6.3,0.35,0.286,18.93,273.27,718.75,29.86,13.83,mulberry
138.0,20.0,97.0,6.3,0.22,0.299,26.6,148.39,942.57,26.14,22.27,mulberry
180.0,17.0,62.0,6.0,0.44,0.252,27.08,262.68,1347.93,28.38,14.16,mulberry
163.0,27.0,83.0,6.2,0.85,0.233,21.57,116.27,410.47,21.26,16.13,mulberry
115.0,14.0,83.0,6.3,0.51,0.226,16.05,164.17,531.59,27.64,15.49,mulberry
172.0,18.0,110.0,6.2,0.46,0.291,29.7,144.97,1031.92,24.07,13.73,mulberry
139.0,27.0,61.0,6.3,0.75,0.252,16.32,178.81,880.22,27.9,27.37,mulberry
156.0,17.0,94.0,6.4,0.54,0.268,27.01,228.4,1254.57,28.49,10.79,mulberry
151.0,25.0,93.0,6.3,0.11,0.22,25.38,207.95,1279.57,23.44,21.14,mulberry
120.0,26.0,79.0,6.4,0.29,0.202,16.36,267.83,314.9,27.59,20.94,mulberry
176.0,23.0,91.0,6.6,0.45,0.3,30.94,211.77,264.99,23.65,11.58,mulberry
154.0,20.0,102.0,6.2,0.78,0.271,17.85,258.89,935.34,20.25,14.09,mulberry
143.0,27.0,90.0,6.3,0.42,0.235,20.53,135.28,1330.33,20.69,20.24,mulberry
169.0,16.0,88.0,6.3,0.41,0.298,23.09,115.84,564.66,20.51,22.77,mulberry
164.0,24.0,86.0,6.4,0.54,0.287,27.05,115.17,588.85,21.79,16.42,mulberry
161.0,20.0,99.0,6.5,0.74,0.264,24.67,271.79,1567.22,23.35,27.97,mulberry
172.0,27.0,56.0,6.6,0.72,0.201,27.18,169.37,267.37,21.82,22.44,mulberry
165.0,26.0,79.0,6.6,0.81,0.262,19.52,110.36,1468.03,21.24,23.11,mulberry
173.0,23.0,73.0,6.4,0.25,0.233,33.48,105.3,610.06,28.4,21.57,mulberry
124.0,21.0,54.0,6.4,0.81,0.278,31.61,194.06,588.3,22.05,15.04,mulberry
129.0,17.0,52.0,6.5,0.3,0.283,28.32,119.48,706.18,24.14,20.62,mulberry
165.0,20.0,88.0,6.7,0.82,0.298,19.45,131.61,1558.75,29.13,29.83,mulberry
149.0,12.0,104.0,6.3,0.73,0.202,30.73,125.1,544.27,22.3,24.89,mulberry
112.0,12.0,85.0,6.0,0.6,0.246,16.3,136.57,859.59,29.34,12.29,mulberry
120.0,16.0,61.0,6.4,0.55,0.227,18.59,114.46,1492.46,22.12,10.17,mulberry
166.0,20.0,102.0,6.5,0.12,0.208,32.49,249.36,790.07,21.33,15.69,mulberry
170.0,12.0,61.0,6.1,0.6,0.239,23.64,235.22,1004.84,29.53,16.26,mulberry
139.0,21.0,103.0,6.7,0.84,0.226,27.51,164.9,1264.7,21.71,21.09,mulberry
114.0,15.0,97.0,6.6,0.42,0.261,33.85,256.3,601.33,25.47,21.57,mulberry
158.0,10.0,87.0,6.2,0.61,0.298,19.12,228.47,1564.44,27.39,12.39,mulberry
117.0,14.0,108.0,6.0,0.68,0.21,26.6,120.62,605.39,26.47,22.11,mulberry
169.0,17.0,72.0,6.0,0.34,0.23,27.45,228.25,933.09,21.36,23.83,mulberry
155.0,13.0,95.0,6.6,0.36,0.254,25.2,108.79,1485.04,28.75,16.29,mulberry
175.0,20.0,76.0,6.3,0.72,0.264,18.91,259.43,208.4,20.67,22.94,mulberry
171.0,14.0,72.0,6.7,0.57,0.249,27.98,193.44,509.03,20.71,23.39,mulberry
130.0,21.0,106.0,6.8,0.76,0.204,26.43,126.87,293.0,21.84,15.94,mulberry
125.0,18.0,61.0,6.3,0.1,0.242,22.67,207.36,237.77,21.5,22.76,mulberry
176.0,27.0,109.0,6.5,0.49,0.267,35.0,274.77,288.27,23.94,27.53,mulberry
160.0,20.0,79.0,6.5,0.33,0.215,31.16,209.31,603.86,28.37,27.17,mulberry
116.0,21.0,104.0,6.2,0.53,0.206,33.71,274.92,855.72,20.37,25.52,mulberry
130.0,27.0,83.0,6.0,0.83,0.25,19.16,185.26,833.84,23.73,26.74,mulberry
135.0,11.0,74.0,6.3,0.62,0.2,32.39,209.69,549.87,26.02,19.72,mulberry
122.0,30.0,97.0,6.7,0.53,0.292,29.65,246.57,751.3,21.95,23.24,mulberry
110.0,24.0,104.0,6.8,0.12,0.22,26.3,124.34,1170.18,24.98,13.04,mulberry
153.0,26.0,73.0,6.2,0.29,0.212,26.65,112.01,1497.15,22.52,11.5,mulberry
145.0,28.0,82.0,6.8,0.24,0.221,34.92,220.95,991.91,26.67,13.53,mulberry
160.0,14.0,56.0,6.5,0.55,0.297,34.12,250.43,953.57,26.37,27.59,mulberry
173.0,10.0,60.0,6.4,0.27,0.215,22.57,233.12,1298.39,20.8,16.01,mulberry
130.0,18.0,106.0,6.5,0.36,0.222,30.26,143.8,1119.22,21.51,15.06,mulberry
144.0,23.0,56.0,6.5,0.6,0.249,19.31,198.15,516.8,25.33,22.61,mulberry
151.0,18.0,107.0,6.7,0.71,0.291,20.54,160.58,762.24,21.75,26.1,mulberry
124.0,15.0,68.0,6.6,0.1,0.299,22.25,271.14,1058.02,28.32,20.89,mulberry
129.0,30.0,88.0,6.2,0.31,0.236,19.5,106.23,533.07,27.44,18.01,mulberry
166.0,22.0,84.0,6.6,0.83,0.296,25.24,213.23,422.49,28.86,19.01,mulberry
110.0,26.0,110.0,6.1,0.49,0.283,17.4,266.12,606.28,26.87,10.89,mulberry
122.0,13.0,97.0,6.6,0.42,0.265,27.27,271.43,1448.32,24.93,26.38,mulberry
178.0,23.0,59.0,6.4,0.33,0.286,17.22,271.03,477.12,29.39,10.72,mulberry
145.0,19.0,82.0,6.5,0.85,0.289,25.56,146.85,989.65,28.41,16.04,mulberry
132.0,24.0,63.0,6.0,0.29,0.275,19.96,127.98,1061.27,23.48,29.95,mulberry
136.0,30.0,89.0,6.6,0.9,0.202,33.67,223.04,1532.58,23.43,12.43,mulberry
167.0,21.0,90.0,6.2,0.19,0.262,20.74,129.07,1159.76,21.09,25.58,mulberry
165.0,17.0,102.0,6.4,0.78,0.208,29.62,193.41,984.36,26.02,20.57,mulberry
159.0,19.0,61.0,6.3,0.45,0.205,31.86,169.69,267.64,29.76,16.73,mulberry
157.0,19.0,105.0,6.1,0.3,0.25,27.98,122.54,1572.54,26.48,20.07,mulberry
171.0,16.0,71.0,6.6,0.81,0.27,19.72,252.57,1015.42,21.49,15.03,mulberry
173.0,30.0,80.0,6.6,0.86,0.218,28.56,201.84,1495.87,20.65,26.7,mulberry
173.0,24.0,107.0,6.7,0.51,0.278,27.36,181.24,1157.63,21.98,27.02,mulberry
158.0,13.0,84.0,6.1,0.45,0.254,24.87,267.58,729.6,29.93,13.99,mulberry
145.0,23.0,93.0,6.1,0.61,0.264,22.71,101.95,1383.16,25.16,10.31,mulberry
146.0,28.0,56.0,6.4,0.79,0.221,22.39,116.13,677.57,21.35,11.33,mulberry
131.0,28.0,81.0,6.4,0.11,0.201,26.87,254.4,272.03,25.62,12.87,mulberry
194.0,76.0,260.0,6.2,1.24,0.0123,23.21,49.89,67.56,24.75,8.91,mulberry
142.0,77.0,269.0,7.0,0.93,0.0123,18.2,126.21,62.11,25.1,8.69,mulberry
102.0,32.0,67.0,5.8,1.56,113.2,0.18,3.81,184.11,37.86,11.32,mulberry
73.0,34.0,194.0,6.2,1.89,89.2,0.29,4.1,117.21,23.34,13.45,mulberry
174.0,79.0,300.0,7.7,1.65,0.0216,12.23,163.19,65.96,18.22,7.49,ragi
147.0,96.0,346.0,6.3,0.85,0.0121,15.11,206.88,60.28,20.08,4.32,ragi
164.0,96.0,242.0,6.2,0.78,0.017,18.33,76.05,55.59,18.42,6.88,ragi
179.0,86.0,301.0,7.7,0.84,0.0205,13.76,248.54,59.01,26.88,8.39,ragi
160.0,73.0,359.0,7.3,1.39,0.0215,24.84,55.53,57.12,24.11,9.13,ragi
125.0,97.0,250.0,7.2,1.37,0.0131,14.72,218.37,69.14,21.56,6.49,ragi
137.0,95.0,326.0,6.3,1.51,0.0147,16.2,225.53,56.78,20.48,1.21,ragi
161.0,57.0,287.0,6.0,0.96,0.0215,13.27,153.97,62.53,22.03,8.28,ragi
165.0,72.0,310.0,6.8,1.17,0.0191,16.08,220.73,59.09,23.87,3.76,ragi
188.0,66.0,320.0,6.0,1.62,0.0168,13.2,90.14,57.12,24.69,4.65,ragi
198.0,67.0,247.0,7.7,0.71,0.0193,22.59,172.42,56.4,29.21,3.0,ragi
121.0,52.0,362.0,5.8,1.46,0.0206,24.55,74.2,58.97,29.62,8.4,ragi
176.0,58.0,332.0,6.5,1.71,0.0216,20.22,225.59,57.02,19.03,4.48,ragi
129.0,73.0,252.0,7.2,1.57,0.0157,12.02,217.22,59.81,27.32,9.44,ragi
148.0,85.0,248.0,6.5,1.48,0.0211,17.63,177.08,57.2,18.67,5.33,ragi
193.0,78.0,332.0,6.3,1.57,0.0126,13.62,101.75,63.84,18.64,8.74,ragi
113.0,53.0,333.0,5.7,1.31,0.0226,10.62,102.41,65.7,27.37,8.99,ragi
116.0,90.0,247.0,7.5,1.78,0.0124,16.91,127.65,68.7,24.56,1.13,ragi
114.0,87.0,253.0,5.7,1.49,0.0164,19.77,154.15,65.04,19.62,3.13,ragi
130.0,60.0,254.0,5.8,1.5,0.0206,15.36,248.97,59.66,29.61,7.38,ragi
122.0,99.0,272.0,6.8,1.18,0.0196,20.97,97.65,60.21,23.04,3.64,ragi
137.0,94.0,270.0,7.4,0.65,0.0236,23.36,74.16,62.42,26.75,2.57,ragi
141.0,53.0,277.0,6.7,0.93,0.0225,20.96,218.05,65.97,18.98,4.91,ragi
176.0,86.0,256.0,6.5,1.23,0.0191,14.66,191.75,61.7,29.62,4.11,ragi
183.0,54.0,261.0,6.1,1.62,0.0139,14.53,194.71,65.55,25.93,5.5,ragi
137.0,67.0,345.0,7.0,0.7,0.0186,23.45,212.75,68.63,27.84,1.85,ragi
181.0,72.0,337.0,7.2,0.73,0.0183,20.29,226.69,66.77,22.26,9.68,ragi
163.0,57.0,233.0,5.9,1.56,0.0125,13.2,52.5,61.4,19.75,2.9,ragi
179.0,54.0,308.0,6.6,0.99,0.0154,14.37,79.5,59.04,18.27,3.36,ragi
155.0,56.0,317.0,5.8,0.82,0.0236,13.51,157.85,57.33,23.7,4.07,ragi
135.0,87.0,242.0,7.3,1.65,0.0199,23.01,60.41,66.29,25.48,5.12,ragi
151.0,89.0,320.0,6.3,0.62,0.0236,22.83,86.6,57.77,18.28,2.0,ragi
194.0,66.0,326.0,6.9,1.09,0.019,19.44,156.28,61.62,20.29,8.94,ragi
188.0,89.0,273.0,5.8,0.82,0.0164,24.6,88.36,66.8,23.39,4.09,ragi
148.0,84.0,261.0,7.2,1.36,0.0215,22.92,109.97,67.24,25.68,3.16,ragi
156.0,79.0,352.0,5.8,1.09,0.0188,17.68,89.62,60.98,25.15,1.04,ragi
118.0,82.0,304.0,7.8,0.82,0.0194,10.56,158.91,65.56,21.09,9.53,ragi
173.0,82.0,320.0,6.9,1.54,0.0126,22.74,74.9,59.05,22.71,9.05,ragi
178.0,81.0,336.0,7.4,1.16,0.0218,10.46,156.47,63.01,19.98,5.35,ragi
116.0,70.0,268.0,7.2,1.31,0.0119,13.34,227.48,65.72,27.73,2.96,ragi
157.0,98.0,296.0,7.7,1.5,0.0236,13.12,220.13,64.37,23.75,8.25,ragi
111.0,75.0,242.0,6.0,0.8,0.0136,13.88,170.66,60.68,28.88,7.11,ragi
162.0,58.0,349.0,6.1,1.22,0.0227,12.32,190.25,58.0,27.93,3.89,ragi
163.0,82.0,320.0,6.4,1.13,0.0221,22.58,55.97,58.62,25.21,2.6,ragi
113.0,79.0,360.0,8.0,1.72,0.02,16.68,157.1,65.93,26.47,1.87,ragi
151.0,68.0,358.0,6.4,1.09,0.0178,14.68,209.55,60.36,23.88,1.46,ragi
144.0,53.0,289.0,6.3,1.63,0.0143,14.23,117.81,62.0,20.57,2.6,ragi
121.0,81.0,356.0,6.9,0.92,0.0234,16.36,182.52,55.68,22.41,3.41,ragi
113.0,57.0,234.0,6.4,1.64,0.0135,18.22,248.47,59.35,27.25,8.97,ragi
140.0,100.0,339.0,5.8,1.13,0.018,11.65,84.42,63.13,19.9,2.11,ragi
197.0,85.0,336.0,6.1,1.01,0.0143,17.45,131.51,60.88,23.52,4.99,ragi
142.0,83.0,352.0,7.7,0.68,0.0179,13.18,149.81,66.01,26.53,7.1,ragi
165.0,97.0,293.0,6.2,1.3,0.0207,13.22,225.61,66.57,19.23,5.83,ragi
161.0,94.0,256.0,7.9,1.18,0.012,12.91,177.02,63.97,24.31,3.0,ragi
118.0,57.0,261.0,7.4,1.7,0.023,19.88,158.08,55.01,21.98,6.95,ragi
154.0,90.0,262.0,7.8,1.35,0.0193,12.89,126.95,61.14,23.08,5.49,ragi
123.0,91.0,289.0,6.2,1.31,0.0147,13.3,122.74,68.48,21.73,9.23,ragi
148.0,77.0,265.0,6.3,1.74,0.0206,18.0,98.1,60.79,21.41,4.2,ragi
146.0,77.0,368.0,7.0,1.0,0.0207,22.39,247.83,67.95,21.84,3.0,ragi
179.0,61.0,309.0,5.9,1.24,0.0142,15.23,122.88,69.81,28.33,9.37,ragi
183.0,82.0,363.0,5.9,1.77,0.023,17.01,170.58,66.86,24.53,2.11,ragi
152.0,81.0,315.0,6.8,1.13,0.024,22.66,206.6,61.76,25.88,9.47,ragi
116.0,69.0,349.0,6.6,0.78,0.0233,16.65,112.99,55.5,23.03,4.89,ragi
172.0,62.0,288.0,7.6,1.7,0.0236,18.86,199.8,64.94,26.76,3.22,ragi
149.0,96.0,316.0,7.7,1.38,0.0188,21.02,212.21,62.38,20.62,9.5,ragi
196.0,84.0,265.0,6.6,1.5,0.0137,11.37,130.83,65.16,23.08,4.05,ragi
118.0,97.0,369.0,7.0,1.03,0.0176,12.3,130.77,64.53,18.57,2.16,ragi
115.0,53.0,280.0,5.8,0.89,0.0176,24.57,105.46,58.04,27.47,7.94,ragi
177.0,81.0,323.0,5.9,0.78,0.019,18.34,56.25,60.94,25.16,3.82,ragi
116.0,97.0,240.0,7.5,1.04,0.0182,15.71,56.74,67.48,21.43,5.05,ragi
198.0,64.0,240.0,7.2,1.13,0.0136,23.03,191.08,66.6,23.87,1.63,ragi
132.0,94.0,311.0,6.5,1.4,0.0198,11.71,62.55,55.62,19.66,7.88,ragi
169.0,76.0,338.0,7.7,1.16,0.0145,11.76,246.66,58.84,23.33,7.57,ragi
191.0,80.0,255.0,6.8,1.49,0.0211,24.67,70.66,66.06,19.81,2.29,ragi
129.0,52.0,253.0,5.6,0.64,0.014,14.42,185.79,55.27,28.82,6.32,ragi
185.0,70.0,240.0,6.6,1.11,0.0235,13.65,137.19,55.45,29.57,3.2,ragi
179.0,64.0,274.0,7.4,0.92,0.0116,14.93,190.83,63.32,28.39,1.02,ragi
117.0,71.0,365.0,5.7,1.7,0.0111,12.21,90.51,57.72,19.18,2.64,ragi
114.0,70.0,348.0,7.3,1.55,0.0157,19.71,76.43,61.82,19.41,3.45,ragi
112.0,80.0,245.0,7.4,0.98,0.0188,15.75,84.14,67.85,27.9,7.23,ragi
124.0,93.0,364.0,7.7,0.78,0.0124,13.0,158.93,57.67,29.51,1.47,ragi
182.0,87.0,350.0,7.1,1.14,0.0135,23.24,200.22,68.01,27.58,4.11,ragi
167.0,54.0,305.0,6.5,1.71,0.0228,15.13,50.76,62.69,28.7,6.99,ragi
137.0,91.0,342.0,7.1,1.43,0.0145,12.95,78.84,59.28,20.59,9.21,ragi
138.0,68.0,300.0,7.7,1.3,0.0119,22.15,89.11,61.58,25.65,7.95,ragi
175.0,54.0,357.0,7.3,0.94,0.0216,11.02,95.47,67.17,25.32,4.91,ragi
192.0,50.0,322.0,7.4,0.99,0.0122,12.65,214.34,66.39,19.73,2.42,ragi
187.0,66.0,263.0,7.2,1.69,0.0183,12.69,200.34,61.05,20.96,5.15,ragi
196.0,62.0,355.0,6.1,1.67,0.0138,21.04,74.52,58.99,21.86,2.9,ragi
175.0,74.0,263.0,7.6,1.64,0.0187,12.14,209.05,63.51,24.58,5.76,ragi
113.0,79.0,239.0,7.9,0.91,0.0176,13.61,218.11,66.87,18.73,6.04,ragi
136.0,52.0,338.0,7.7,1.73,0.0138,24.32,212.74,64.86,19.94,8.84,ragi
141.0,71.0,264.0,7.9,1.55,0.0176,21.06,243.99,67.77,21.57,6.82,ragi
129.0,65.0,320.0,6.9,0.78,0.0148,22.2,223.94,59.87,22.28,6.98,ragi
144.0,63.0,246.0,5.9,0.76,0.0154,14.83,76.73,61.55,28.61,1.93,ragi
148.0,97.0,365.0,5.8,1.7,0.0145,16.65,138.79,57.07,19.13,1.64,ragi
165.0,97.0,264.0,6.2,1.72,0.021,15.15,221.98,59.52,25.18,7.34,ragi
178.0,93.0,343.0,6.6,1.4,0.021,20.62,223.95,68.08,23.1,1.65,ragi
197.0,79.0,259.0,6.1,1.27,0.0135,23.41,50.07,68.98,24.25,8.89,ragi
141.0,76.0,263.0,7.0,0.92,0.0129,18.3,127.29,61.66,25.05,8.65,ragi
130.0,54.0,131.0,5.2,2.45,0.08975,16.0,42.1,91.46,46.83,22.69,ragi
141.0,33.0,161.0,4.9,1.07,0.08812,23.0,38.8,258.9,34.2,15.48,ragi
132.0,68.0,213.0,5.8,0.56,0.24,10.3,115.21,60.21,55.63,20.6,ragi
169.0,35.0,219.0,5.7,0.14,0.27,16.21,113.99,57.21,32.42,27.62,ragi
103.0,35.0,69.0,5.6,1.47,0.1157,19.0,38.5,184.24,37.92,11.01,potato
72.0,32.0,196.0,6.0,1.92,0.08974,29.0,40.4,116.88,23.33,13.25,potato
177.0,42.0,171.0,5.7,2.23,0.10878,17.0,39.7,254.08,41.96,16.1,potato
83.0,31.0,173.0,6.0,2.32,0.10183,14.0,41.6,147.19,42.6,17.61,potato
165.0,57.0,53.0,5.1,1.61,0.11069,16.0,41.5,175.07,48.55,19.36,potato
110.0,16.0,124.0,4.9,1.72,0.10427,18.0,40.8,275.18,38.98,23.54,potato
118.0,46.0,191.0,5.8,1.97,0.1037,27.0,40.2,68.3,31.18,14.86,potato
34.0,50.0,102.0,5.7,1.44,0.10416,14.0,39.2,163.83,45.25,18.18,potato
88.0,25.0,207.0,5.1,1.63,0.0973,13.0,38.7,143.61,23.89,22.18,potato
86.0,37.0,181.0,5.0,1.92,0.09329,20.0,38.9,262.73,21.27,22.84,potato
54.0,77.0,172.0,5.2,2.23,0.08453,27.0,41.8,202.26,36.66,10.49,potato
156.0,69.0,231.0,5.3,2.0,0.11483,26.0,38.5,146.77,37.78,24.67,potato
136.0,52.0,224.0,5.1,1.85,0.08001,25.0,38.5,288.92,29.84,22.19,potato
53.0,56.0,87.0,5.2,1.57,0.1193,16.0,38.3,169.84,42.55,22.34,potato
114.0,61.0,243.0,5.5,1.41,0.105,15.0,38.2,80.75,25.98,13.45,potato
53.0,78.0,69.0,5.6,1.58,0.09847,15.0,39.1,79.58,45.61,10.24,potato
41.0,36.0,58.0,4.7,2.45,0.08768,23.0,41.5,160.62,33.71,22.71,potato
90.0,80.0,87.0,4.7,1.59,0.09638,14.0,41.3,154.28,48.37,13.77,potato
57.0,43.0,175.0,4.9,1.86,0.10867,17.0,39.9,158.33,33.99,19.66,potato
83.0,75.0,163.0,5.1,1.93,0.08625,10.0,39.2,52.56,34.32,20.3,potato
100.0,22.0,155.0,4.9,1.43,0.10545,13.0,41.2,102.42,34.35,11.03,potato
87.0,59.0,128.0,5.9,1.59,0.09812,23.0,39.5,169.13,30.78,12.32,potato
67.0,80.0,136.0,5.3,1.45,0.11092,21.0,38.9,234.56,30.11,15.83,potato
156.0,27.0,189.0,4.6,1.83,0.08271,17.0,40.1,233.28,34.51,22.62,potato
167.0,22.0,94.0,5.0,2.46,0.08211,10.0,41.2,119.12,30.45,20.02,potato
79.0,19.0,131.0,5.4,2.44,0.08059,25.0,41.8,67.52,38.84,20.35,potato
87.0,17.0,198.0,5.2,1.92,0.08745,29.0,38.8,85.32,33.52,14.27,potato
135.0,65.0,150.0,5.3,1.81,0.08478,22.0,40.9,248.58,33.26,12.74,potato
171.0,18.0,158.0,5.7,1.82,0.09202,22.0,38.2,97.09,32.59,22.78,potato
116.0,25.0,122.0,5.7,1.79,0.11754,20.0,40.5,88.69,42.54,11.46,potato
165.0,46.0,91.0,5.1,2.43,0.10672,25.0,40.4,206.23,36.52,20.77,potato
168.0,33.0,167.0,5.8,2.35,0.08531,13.0,40.3,286.86,42.73,12.79,potato
156.0,69.0,69.0,5.0,1.81,0.0823,23.0,39.9,225.83,48.66,11.87,potato
97.0,21.0,57.0,5.4,1.64,0.09269,24.0,40.0,232.68,31.08,21.46,potato
143.0,79.0,137.0,4.8,1.84,0.10582,18.0,40.4,76.23,43.72,18.23,potato
51.0,45.0,127.0,5.1,1.79,0.08977,24.0,41.8,56.22,28.17,11.12,potato
116.0,28.0,106.0,5.2,2.04,0.11435,25.0,41.4,293.13,27.74,10.91,potato
95.0,20.0,143.0,5.3,1.8,0.09994,22.0,39.9,278.37,29.26,12.0,potato
115.0,42.0,171.0,5.0,1.94,0.09436,26.0,39.1,276.27,34.35,20.15,potato
108.0,77.0,118.0,4.7,2.33,0.10647,23.0,40.0,266.48,49.23,13.99,potato
87.0,32.0,197.0,5.3,1.55,0.08509,18.0,41.7,257.84,24.53,12.28,potato
78.0,26.0,185.0,4.8,2.16,0.11479,10.0,41.2,241.87,21.28,16.25,potato
37.0,76.0,110.0,5.5,1.83,0.08761,30.0,38.3,145.36,45.7,23.22,potato
115.0,18.0,132.0,6.0,2.4,0.0848,10.0,39.1,119.48,29.88,16.16,potato
149.0,37.0,247.0,4.6,2.41,0.11576,21.0,39.7,82.56,46.92,21.26,potato
68.0,69.0,175.0,5.0,2.28,0.10744,19.0,41.2,238.49,45.59,12.14,potato
178.0,57.0,230.0,5.5,1.87,0.09151,14.0,38.9,182.5,46.77,20.6,potato
171.0,53.0,90.0,5.7,2.06,0.10464,17.0,38.6,227.4,43.41,22.2,potato
62.0,52.0,133.0,5.0,2.48,0.10269,27.0,40.6,125.68,45.02,21.56,potato
40.0,34.0,149.0,5.1,1.79,0.11971,11.0,38.5,243.03,47.61,21.97,potato
135.0,59.0,206.0,4.8,1.48,0.10182,27.0,41.6,73.6,43.84,13.42,potato
157.0,38.0,245.0,4.8,2.4,0.11892,12.0,39.7,145.39,34.22,10.37,potato
88.0,59.0,250.0,5.8,1.91,0.11188,29.0,38.4,163.34,42.88,18.93,potato
151.0,57.0,106.0,5.6,1.85,0.10733,13.0,40.2,248.2,25.99,16.95,potato
